name,rating,relevance_score,source_language,review,sentiment_score,sentiment,sentiment_score_mbert,sentiment_mbert
juan g,4,0.0019391494890341,es,first time travel airline good value money good attention kindness service staff intuitive simple friendly practical website punctuality flight improve take account price one pay economical modern airplane improve cleaning plane general get good experience think use service thank,0.9726,Positive,0.5,Positive
juan i,1,0.0,en,cheap come expensive forget get time return send another airport 100 kilometer destination 7 hour late weather related airline time first last time scam,-0.6808,Negative,-1.0,Negative
juan jorge k,4,0.0,es,normal flight make Webruary 11 2023 take ticket November check quickly backpack could take cabin problem return two day anteroration communicate mail delay exit exittwo hour chek make web ambarque like airline treatment staff floor excellent cabin friendly flight take exactly 2 hour aereolinea complaint hire aadditional balija winery pay seat choice separate we ask couple telephone question answer complaint,0.1531,Positive,-1.0,Negative
juan jose santillan,1,0.0273032248056002,es,simply never choose unfortunately opt company fail thing transfer plane comply schedule place departure case aeroparque less 24 hour make go ezeiza arrive make change flight 15 h go 19h evil simple never choose recommend line aguante jetsmart aerolinea argentinas,-0.8391,Negative,-1.0,Negative
juan m,1,0.0,es,awful travel airline cancel flight minute without even warning horrible experience travel 2 time airline first lose luggage without take charge cover cost second time cancel return flight leave strand,-0.6142,Negative,-1.0,Negative
juan manuel,5,0.0,es,fly well flybondi second flight company everything go perfect previous trip punctuality great attention tcp treatment less structure airline generate good atmosphere fully recommend accessible price purchase well advance origin airport popcorn still appear option page person problem luggage read page consult pay surely continue use family trip around country,0.9476,Positive,1.0,Positive
juan manuel b.,1,0.000969574744517,es,constant change schedule airport passage Buenos Aires tucumán change airport 2 time ezeiza aeroparque schedule minor change since travel Buenos Aires inside must change micro passage customer service respond via always busy phone email respond something similar happen previous flight inflybondi last time travel company nothing recommend,-0.2755,Negative,-1.0,Negative
juan manuel c,1,0.0,es,bad airline argentina lot time waste worth service disaster save taxi time hour sleep hope cease exist soon give rise serious company,-0.5719,Negative,-1.0,Negative
juan manuel canosa,1,0.0412844926215361,es,one flight cancel 2 time flight tell cancel still tell confirm mean 3 flight cancel 1 flight available sell ticket confim flight last moment tell employee,-0.6124,Negative,-1.0,Negative
juan manuel montiel belmonte,1,0.0825011150109562,es,appalling consumer side care obstacle airport operate provide service meet unfortunately opinion one direction would never choose company prefer pay another leave day need flight 6 hour game cancel,-0.7003,Negative,-1.0,Negative
juan martin s,4,0.0,es,practical economical beyond flight little delay cost can not complain declare everything carry 6kg backpack package cheap efficient tour argentina today suit long take advance flexible flight delay go back thing convenient pay little 20 kg suitcase save pay fine,0.7181,Positive,0.5,Positive
juan mercado,5,0.0178110880567782,es,excellent service punctual without delay without cancellation truth experience play company good,0.8402,Positive,1.0,Positive
juan o,1,0.0,es,lousy airline flight cancel 24 hour board change flight schedule partner change itinerary lose hotel night take care anything,-0.6124,Negative,-1.0,Negative
juan pablo balestra,1,0.0019391494890341,es,disaster disaster call embark half hour tell delay 20 minute plane leave 2 hour late without explanation joke pilot apologize small demora warn aeroparque one expect could think plane fall employee laugh face anymore,-0.8397,Negative,-1.0,Negative
juan pablo santillan,1,0.0,es,scam absence month fly modify return flight 3 hour communicate insurmountable labor obligation request reread modification time original express modification cost charge client cost modify modify flight great ticket another airline request cancellation flight give voucher deduction charge tax charge client voucher serve future flight build charge client generate voucher expense charge client call scam fly anymore line opinion social network image company care new user always fall price fly scamming company,0.296,Positive,-1.0,Negative
juan saracho,5,0.0591440594155403,es,economic,0.0,Neutral,0.5,Positive
juan villagra,1,0.026265779828967,es,disaster cancel flight one moment another possibility solve telephone go person reprogram flight demand wait hour office always full angry person cancel flight alternative fly byhere play person time money unfortunately can not describe zero star would without hesitation fly bondi deserve break,-0.8514,Negative,-1.0,Negative
juana chang,1,0.027177180088813,es,lucky flight come travel barbaric cheap reason plenty reason need communicate impossible passage x q end time buy another return money someday truth would never get passage flybondi,0.6249,Positive,-1.0,Negative
juanhurst,1,0.0,es,weight experience disaster take 2 flight october 2021 Buenos Aires  santiago del estero february medoza april 2022 take advantage long weevil since december 2021 every week change schedule different section last change pass flight 2 day late disaster impossible plan vacation get aerolinea argentinas never flybondi attach photo reservation original return march 1,-0.7096,Negative,-1.0,Negative
juani choni,3,0.1379607903973317,es,1 change schedule place flight little anticipation expense another leave ezeiza 2 seat close without tall touch knee one front imagine recline 3 include luggage one carry price non lowcost airline although give anything eat take flight con justify pay barely less airline improve service charge less compensate unforeseen event,0.218,Positive,-0.5,Negative
juanicorti,1,0.0,es,repeat schedule change flight leave 5 p.m. change schedule 23 reason 0 30 left 2 disrespect,-0.4588,Negative,-1.0,Negative
juanita maria l... l,1,0.0,es,thief bad airline Latin America scammer cancel flight want return money thief bad airline argentina,-0.9382,Negative,-1.0,Negative
juanita maria luisa latham sor,1,0.000969574744517,es,thief cancel without warning want return money thief cancel flight two hour advance tell we would communicate return spend three week respond channel,-0.8396,Negative,-1.0,Negative
jucaraathayde,2,0.0,pt,bad service seem start international service small aircraft appear many year use uncomfortable seat clean desire ask flight attendant clean seat pass paper towel long flight find quite neglect offer least one glass water passenger airport operate el palomar extremely disorganized employee skilled company airport train operate international flight damage suitcase simply report responsible damage cause suspect promotional price passage recommend note airport quote application appear mark another airport complete evaluation,-0.8218,Negative,-1.0,Negative
julia9677,1,0.0,es,bad bad airline 7 hour late still wait total disaster staff idea answer ask explanation say know would buy recommend,-0.8625,Negative,-1.0,Negative
julian miguens,1,0.0029087242335511,es,disaster less 4 hour flight exit warn we reprogramm almost 5 hour late offer alternative fly airline coffee 2 croissant respond economic inconvenience cause passenger review daily flight see reprogramm cancellation current currency punctuality exception competition need urgent,-0.7351,Negative,-1.0,Negative
juliana c,1,0.0,pt,flybondi fly company market old plane maintenance plane desire flight crash way back land Cordoba remedy plane break dirty aircraft delay time reschedule fear fly flybondi fly feel russian roulette,-0.8126,Negative,-1.0,Negative
juliana k,1,0.0,en,bad company ever bad company ever pay baggage check process boarding charge claim pay buggage dispatch hand baggage nobody say check consider extras ticket come expensive regular company poor client support delay tramp make pay money,-0.8271,Negative,-1.0,Negative
juliana m,3,0.0,es,unpunctual completely disappoint airline end cheap expensive first leg reprogramm 3 time flight well super love hostess refreshment service basic course pay everything well cost fine return flight reschedule nail 7 hour salta airport family 1 5 year old boy another 18 month enough arrive bsas back thebaby cart geniuse forget load stay salta send we date flight come ezeiza go look car remis come expensive plane passage really recommend fly bondi never,0.891,Positive,-1.0,Negative
juliana t,5,0.0,es,good attention departure arrival first trip travel dad ezeiza Cshuaia round trip airline buy pack include flight flybondi travel review criticism little worried case everything perfect two flight go schedule arrive estimate time destination excellent staff attentive everything good value price ratio case would travel airline,0.8955,Positive,1.0,Positive
juliano g,1,0.0,pt,precariousness air service flight delay 24 hour without daily horrible diet single meal airport bad dirty old aircraft total precariousness air service,-0.705,Negative,-1.0,Negative
julieta m,1,0.0,es,flybondy decline disaster travel bariloche Buenos Aires niece defeat id let travel company tell we take one year validity come collective since airline cost trip high andthey money go plane place busy since happen 40 minute travel occupy place quickly already sell take advantage situation day many person go situation leave without travel strange thing place already occupy sad abuse person easy today travel reinstate money right away,-0.8781,Negative,-1.0,Negative
julieta r,2,0.0,es,failure comply schedule meet schedule 2 flight hour half late reach destination recommend,-0.1779,Negative,-1.0,Negative
julieta s,5,0.0,es,excellent flight come gone return excellent attention board plane move main thing super cheap,0.9062,Positive,-1.0,Negative
julieta z,2,0.0,es,lot delay bad attention airport delay flight give explanation charge we check haha recommend cheap expensive,-0.3818,Negative,-1.0,Negative
julietamallende,1,0.0,es,fear bad experience far flight dynamic hostess leave much desire never say safety standard English passenger speak spanish time sell snack bilingually passenger flight wander around plane throughout flight point difficult able go bathroom number person hall time landing tend think go land tree person shout drive pilot frightening never check id airport time embark boarding manager check id score income plane paper draw literal stick would recommend fly airline,-0.7803,Negative,-1.0,Negative
juliette m,1,0.0,fr,flee flight initially plan 8 p advanced flight 12 30 p 12 10 p mail indicate possible change flight free inconvenience cause 5 cover send 3 message twitter 6 call never response email beginning answer help we twitter another return iguazu tell we could make modification since take plane call surcharge argentinian hang nose almost time customer service system operate and • passport course incompatible foreign passport knowledge concern afterwards flee,0.6705,Positive,-1.0,Negative
julio c,1,0.0,es,travel flybondi travel flybondi cancel return flight bariloche Ezeiza could communicate go aereo owner serve we would give we 12 hour original give we fourth hotel andthe dinner also pay flybondi polenta yapa finish new flight aereoparque take we ezeiza micro,-0.0258,Neutral,-1.0,Negative
julio f,4,0.0,es,good really surprise low cost airline good attention good service well schedule charge additional need extravode food drink check etc. excellent price quality relationship highly recommend,0.946,Positive,1.0,Positive
julio villareal,1,0.0316081366712559,es,extremely incompetent even family,-0.5256,Negative,-1.0,Negative
julián criado,1,0.2550854195349919,es,bad would try avoid airline cost four time flight reschedule customer service disaster airport telephone communication sorry opt service,-0.8779,Negative,-1.0,Negative
ka@,1,0.0,es,horrible charis company scam recommend scam end get expensive first argentine airline think get argentina close company scam passenger say lie economical even economical customer service exist malisima go make defense consumer right return money,-0.9118,Negative,-1.0,Negative
kalafa,4,0.0,es,worth price way first leg back fulfil timely manner let want cleaning plane hostess simple dress behavior,0.296,Positive,0.5,Positive
kalimera,5,0.3086350326746688,es,well thing space rank narrow seat husband tall fit leg everything else 10 point,0.5574,Positive,0.5,Positive
kalou,1,0.0,es,5 hour delay 0 information buy ticket one hour day leave flight 5 hour late without information company neither compensation anything get touch company take expense derive delay tell take shame know company still work intend broken bench,-0.875,Negative,-1.0,Negative
karen alderete,3,0.0,so,ahhhhhh,0.0,Neutral,0.0,Neutral
karen b,1,0.0,pt,pessimal service abusive rate company pessimo service seek make money cost charge additional suitcase boarding choose want charge absurd fee leave suitcase cabin never travel company,-0.6249,Negative,-1.0,Negative
karen k,1,0.0,en,steer clear flybondi second time husband miss flight flybondi incompetence confusing boarding situation first time arrive airport 1 p.m. 4 p.m. flight find flight flight take 4 ticket state flight time 4 4 4 p.m. 4 airline fly 4 understand military clock often use argentina have not list military time flight we have airline make sense would never attempt fly except voucher first flight miss second flight miss tell gate 29 boarding happen gate 26 gate 29 flight board say el calafate go list another airline often ticket flight one company board plane another company destination sometimes airline share flight do not seem odd turn flybondi change gate last minute gate 26 airport incredibly crowded could hear announcement one desk right front we realize mistake run gate 26 short distance away board still flash final boarding would not let we board plane say door shut flight suppose leave 6 35 point 6 05 claim announce name several time never hear name call return check pick bag be not alone several person also miss flight reason hundred dollar credit flybondi never use xtra 8 hour sit butt airport wait late flight another company favor pay extra money fly aerolinea Argentina,0.0521,Positive,-1.0,Negative
karen venegas,1,0.0019779324788147,es,recommend cheap expensive airline even stand total failure service first respect client 3 flight different experience problem 2 programming countless change without notice good way last flight cancellation return money answer mail return thinking demand consumer defense different trip problem due lack respect person respect user time less problem create still cancel flight see enable day fly let know relocate another flight cancel answer return money fraud,-0.8513,Negative,-1.0,Negative
karina datchoff,1,0.0025208943357443,es,cancel flight reschedule another could travel ask return money date nothing 550 000 last year make several trip everything perfect year disaster,-0.34,Negative,-1.0,Negative
karina g,1,0.0,es,flybondy scammer leave lying scammer spend money company scam garca serve phone offer alternative travel time loss payment accommodation etc.,-0.8625,Negative,-1.0,Negative
karina guerra,1,0.000969574744517,es,travel flybondy unpunished to … travel flybondy unpunished two hour travel leave plant without reason operational issue fall customer whatever break garca,-0.0516,Negative,-1.0,Negative
karina r,1,0.0,es,bad experience buy ticket change departure arrival schedule time bad thing cancel today pass tomorrow morning pay another hotel night lose transfer take ticket another airline expensive last moment never travel flybondi go expensive,-0.9022,Negative,-1.0,Negative
karine ferreira,3,0.0691791580212918,es,contrary news hear group flight delay cancel ticket rj x ba trip baotic chaotic sense plane small extremely narrow suffocating trip dark experience return trip another scenario plane much space air conditioning work perfectly general recommend company fast flight give 3 star first leg way back 5,0.0516,Positive,0.0,Neutral
karsten schumann,1,0.1528922414628943,es,leave alone experience,-0.296,Negative,-1.0,Negative
kary m. rocha,4,0.1484031103957803,es,05 28 round trip 4 06 salta linda experience x 1 ra vez salvo delay x fog serious thanks friendly,0.5423,Positive,-1.0,Negative
katerine triana,4,0.018935794760418,es,like although delay 15 minute shipping rest everything excellent,0.5994,Positive,1.0,Positive
keila mn,5,0.0,es,excellent read many negative experience must admit travel fear sincerely experience excellent first flight delay one hour second come time suitcase dispatch excellent condition travel unimaginable price lx azafatx attentx experience undoubtedly repeat,0.7783,Positive,1.0,Positive
kemavy,1,0.0,es,never flybondy last moment change airport intend send ezeiza instead aeroparque take care transfer caba tell change schedule aeroparque change issue without consult day late inconvenient schedule want change pay rate change equivalent new passage terror always like cancel flight change date change airport huyan flybondi low cost add everything charge separately basic thing plus luggage serious airline,-0.5574,Negative,-1.0,Negative
kevin r,1,0.0,en,avoid flybondi like plague do not surprise hit expense airline do not charge flybondi return trip eze horrible charge we 6 '' pleasure '' we get boarding pass flybondi check desk guess would check line it be amount fact add surprise big surprise want charge we 23 carry carry luggage onto plane pay check luggage ticket do not use bring small carry suitcase rather use critical thinking skill flybondi agent say check carry bag pay ugh unbelievable … but rather try argue check small bag I would avoid flybondi like plague future travel region,-0.7202,Negative,-1.0,Negative
kharla rincon,1,0.0103162752816614,es,give star seat comfortable literally disgusting hostess clean seat napkin disinfect 0 hygiene travel jetsmart,0.3818,Positive,-1.0,Negative
kimberlyn cevallos,5,0.0019391494890341,es,first time traveling flybondi really like attention staff speed manage setback brc change arrival aeroparque ezeiza however already heat bus wait crew transfer fast safe,0.6901,Positive,0.0,Neutral
l v,1,0.0,es,flybondi company scam company shame strategy cancel flight less 24h keep traveler money return ask another replacement flight tell leave accord current law need pay hotel transport day wait next flight,-0.8555,Negative,-1.0,Negative
laferoca,1,0.0,es,let go story co pilot hear 3 time leave plant technical problem reschedu supervendid passage bad must leave el palomar option find,-0.765,Negative,-1.0,Negative
lana,1,0.0,en,awful service stay airport 2 p.m. 9 p.m. flight customer service terrible without explanation continue delay flight,-0.6295,Negative,-1.0,Negative
lara,1,0.0,es,worth person attend check unhappy gram want charge reprogramm flight 3 time take account eat also move we airparque flight ezeiza either register remis whatever remis whateverto go ezeiza unhappy bad experience attention,-0.7845,Negative,-1.0,Negative
lara g,3,0.0,es,good service general service good accord low cost price case plane leave rosario 6 afternoon make we 1 hour could travel damage plane without information wait airport precarious company attention we tell we could go return 9 p.m. send reinforcement plane bs term leave 10 30 p inconvenience solution beyond everything,-0.0258,Neutral,-1.0,Negative
laura,1,0.0,es,flybondi scammer buy flybondi second scam make make July 2023 cancel flight july want cancel january reserve return money do could buy another airline buy 6 month economically accessible cancel one day another without change reprogramming option truth holiday ruin buy flybondi make complaint defense consumer,-0.836,Negative,-1.0,Negative
laura c,3,0.1185499040121002,es,ok aircraft 2 hour delay flight one attend phone,-0.0258,Neutral,0.0,Neutral
laura cristaldo,1,0.000969574744517,es,badmally irresponsible 2 flight cancel child,-0.5994,Negative,-1.0,Negative
laura eloy,5,0.0481781690550524,es,since inception palomar travel flybondi always impeccable 50 flight cancel return rest spectacular always,-0.25,Negative,1.0,Positive
laura g,1,0.0,es,disaster trip Wednesday april 17 flight schedule 3 304 hour late think arrive airport pass custom control '' control '' quote since carry want inside backpack hold wait wait room inform we flightit change 17 55 end take 18 30 send complain solution arrive airport transfer service long arrive late rent car arrive purmamarca late nothing open eat start bad trip thanks flybondi person travel except mentalized time seem economic thing lousy service provide mention cleaning plane fly bondi since like normal line line upload low passenger without cleaning photo two schedule change first leg schedule 15 30,-0.8271,Negative,-1.0,Negative
laura gomez,1,0.0165700323837964,es,sincerely staff train public attention lot wait time open window treatment good,0.7184,Positive,0.5,Positive
laura popbla,1,0.0267602629486707,es,total scammer pay flight 6 month advance notify 3 day cancel already pay entire stay warn return respect mean relevant ell judge,-0.0258,Neutral,-1.0,Negative
laura pucciarelli,5,0.0135740464232387,es,absolutely punctual schedule middle high winter season staff land board friendly contemplative collaborator travel dog ​​in cabin main reason choose flybondi comfort dog see attend two child flu much ear rise height descent plane flybondi must say ten,0.4767,Positive,-1.0,Negative
laura r,1,0.0,es,nefarious scammer little serious company cheap expensive reprogramm flight 5 time leave night theory leave tomorrow morning without security happen say check write airport solution give book complaint disaster travel company,-0.7538,Negative,-1.0,Negative
laura sassi pardo,1,0.0019391494890341,es,scammer first line scammer refuse reimburse money cancel flight give giftcard price áereo offer can not travel anywhere return money back want giftcard,-0.4404,Negative,-1.0,Negative
laura villalba,4,0.0,es,delay return flight first leg good schedule attention staff Barbara addition able buy food consume flight make attractive unfortunately return Buenos Aires 2 hour delay flight flight calm despite arrive late expect come back wait bite,0.2732,Positive,-0.5,Negative
laurapailler,1,0.0,es,disaster recommend always cancel disaster trust live cancel fill plane charge emergency forget recommend buy company,-0.8126,Negative,-1.0,Negative
laurientetieppos,1,0.0,es,flight schedule change flight 15 15 pass 22 40 many hour difference warn little advance buy another ticket never choose company travel,-0.1027,Negative,-1.0,Negative
lautaro s,5,0.0,es,reliable problem good attention time low price would choose good first flight experience,0.25,Positive,0.5,Positive
lazytraveller13,4,0.0,en,time issue flight change airport booking Buenos Aires two airport change aep eze give lot notice wish would add airport code name airport email change flight time great staff board back plane first,0.7783,Positive,-1.0,Negative
ld1093,1,0.0,es,freedom know fly fo5163 flight reprogrammed2 time lack respect user place arrival starting schedule change arrive ezeiza 05 00 also charge go bathroom irresponsible,0.4767,Positive,-1.0,Negative
lean j,1,0.0,es,bad experience use flybondi recommend firmly recommend use airline first time use flybondi flight back bs Manuary 22 2 day send email cancel pass 26 try communicate 0810 course nobody attend give option take care 4 day stay neither hotel food disasterfinally end take another flight return 23rd another airline recommend airline would prefer take bus,0.6369,Positive,-1.0,Negative
leandro anelli,5,0.0155325874071632,es,impeccable punctuality attention first time flight make experience exceptional,0.0,Neutral,1.0,Positive
leandro g r,1,0.0,es,bad attention disaster attention staff also charge fortune kg luggage never tell extra amount horrible experience bad least attend blonde hosterate beautiful,-0.8934,Negative,-1.0,Negative
leandro goonza,1,0.0,es,cancel flight 15 day travel south córdoba already land passage córdoba reserve flight two month advance córdoba Corriente call bank balance favor card go passage fly bondi never communicate communicate user besides difficult get means since phone reason trip work rent auto lose land passage take online change shame company careful,-0.7184,Negative,-1.0,Negative
leandro ivan m,1,0.0,es,lousy airline travel cataract take package flybondi take we bs iguazú far good problem return reschedule flight Wednesday Friday look lodging another hotel combination bsas mza flybondi recognize anything pay 16 000 reprogram flight Saturday 24 hour wait airport ask put we flight want charge we 40 000 extra arrive iguazú airport flight delay waiting 3h plane arrive make we wait 30 minute standing row passenger get never clean plane upon arrive bs find flight mza reprogramm wait claim phone cut we without make solution dirty plane break seat bad smell total shame airline please avoid travel flybondi week day reschedule day late passenger weekend reschedule several hour late internet page make check falls want charge airport face never travel flybondi bad experience,-0.9539,Negative,-1.0,Negative
leandro l,2,0.0,es,never schedule bad experience first leg delay back ahead case avisádo day flight súmamente uncomfortable seat one case recline seat break minimally recline understand low ost service low performance due difference worth fly traditional commercial airline,-0.5187,Negative,-1.0,Negative
leandro nogueras,1,0.0165021621516802,es,disastrous first leg pass 19 40 23 55 return flight 21 00 6 50,-0.5994,Negative,-1.0,Negative
leandro perez calvet,1,0.0,es,total disaster reschedua bs,-0.6249,Negative,-1.0,Negative
leandro stickar,1,0.0503500164827706,es,disasterthe cheap expensive 2nd time take passage cancel mesno 24 hour prior flight give alternative flight 3 day buy ticket another airline recommend,0.128,Positive,-1.0,Negative
leew,1,0.0,de,bad customer service long book flight simply postpone next day without notification already book hotel car book replacement flight money go kiwi com also hand game intermediary,-0.296,Negative,-1.0,Negative
lei m,1,0.0,es,ridiculous change we airport instead aep send we eze flight delay force we put handbag seat want use high compartment pay 14 500 shame really disaster,-0.908,Negative,-1.0,Negative
leo beer,2,0.037978242742733,es,change schedule round back also change seat make check 48 hour advance disaster flight almost always come plane quite noisy know,-0.7264,Negative,-1.0,Negative
leomdq88,4,0.0,es,agree price true low cost airline one obtain service agree pay single class airplane little space seat service board pay separately tea alfajor 1200 peso seem competitive price unique 12 foot high also true schedule usually reschedule even airport change send aeroparque ezeiza vice versa one must attentive appearance improve would great since flight like other excellent crew attentive detail,0.9666,Positive,0.0,Neutral
leonardo b,1,0.0,es,one without equipment flight cancel operational problem competition argentine airline work normally,-0.2406,Negative,-1.0,Negative
leonardo gigante,4,0.005003005681708,es,Ezeiza checkin staff touch we enough bad wave make we dispatch carry difference backpack 2 kilo car know take jacket diver solve unlike rio staff friendly go everything,0.128,Positive,1.0,Positive
leonardo gonzalo palomino,1,0.0038782989780682,es,disaster 0 commitment always cancel commitment trust disaster cancel reprogram let know time long option,-0.5719,Negative,-1.0,Negative
leonel m,5,0.0,es,pleasant flight think travel doubt neither car collective flybondi arrive ràpido sure save 50,0.743,Positive,-1.0,Negative
leonela santilli,1,0.0077565979561364,es,person wait suitcase flight arrive 7 suitcase send x excess weight plane another flight desprolijity lack respect handle incredible 11 20 still news shame service lose time wait anyone recover mention reschedule flight want appalling,-0.7351,Negative,-1.0,Negative
leticia g,5,0.0,es,pleasant surprise recommend enough resistance choose bad comment schedule theme coordinate ship risk try use prex could mean decide use another uruguayan payment mean due delay arrival Buenos Aires migration arrive quite late check 10 minute shipment begin super friendly truth check run get boarding door manage arrive time thing happen we time issue game delay 1 2 time stipulate schedule apology ask land happen we airline seem considerable backwardness normal plane similar aerolinea argentinas remarkable thing crew kindness closeness passenger way present informally ask first time travel plane ask applause fill hot water offer napkin caseeat gum also important never happen takeoff landing thoroughly check seat order comply security rule first flight experience similar action seem important comment pay cash like offer snack sandwich potato cold hot drink etc. since low cost even possibility would clearly recommend airline,0.9774,Positive,0.5,Positive
leticia l,1,0.0,es,last experience hostess change seat without consent plane without warning without consent change seat family trip separate we ticket indicate seat together plane speaker ban change seat bad experience recommend,-0.7092,Negative,-1.0,Negative
leticia loiacono,1,0.000969574744517,es,change seat plane without consent travel family young child plane hostess change seat without consent assign ticket separate we speaker theavion repeat change seat prohibit related claim airline obtain response bad experience,-0.7033,Negative,-1.0,Negative
leyre fernández,1,0.0504469739572223,es,crazy cancel 80 trip without explanation alternative option cancel trip return money foreigner aerolinea argentinas expensive make sure flight leave,-0.5106,Negative,-1.0,Negative
lic. adriàn ariel cassino,5,0.0383369853982043,es,excellent pre volume service flight excellent crew leg space enough short one seat quite hard trip 3 4 excellent hour time seat hard trip,0.8662,Positive,0.5,Positive
lightpacker729378,1,0.0,es,travel flybondy want waste time money first flight reschedule 2 hour late land mendoza pilot brutto make sapito ask 3l place something 40 minute plane flight 1 40 airline would flybondy become 6 hour orfurther company motto flybondy first thing safety neither card safety standard passenger break go explain anything poor person travel first time,0.0,Neutral,-1.0,Negative
lili bisotey,2,0.000969574744517,es,seat little space for … seat little leg space really uncomfortable first leg bs calafate seat recline device break give courtesy drink really airline repeat,-0.101,Negative,-1.0,Negative
lili g,1,0.0,es,awful never buy passage company experience disastrous reprogramm flight 3 time lose hotel day schedule commitment pedi reimburse money never return absolutely anything despite perform corresponding procedure return horrible,-0.8885,Negative,-1.0,Negative
lilian b,1,0.0,es,disaster change seat separate couple occur bad bad treatment answer badly comply promise printing ticket change we without warning seat separate we couple decision answer want travel ask mail mailreturn passage rude human make we entrance plane addition threaten finish say terrifying barbarity turn around continue thing,-0.9631,Negative,-1.0,Negative
lina z,1,0.0,es,careful safe travel flybondi flybondi case cancel fo5108 fo510 Buenos iguazú flight 1 day delay return fo5109 iguazú Buenos Aires 2 day delay offer lodging food new date return money haveanswer none compensate tourist package hotel travel connection plan buy 10 time expensive flight another airline able return fulfill commitment cancellation news tell naturalness seem like normalize practice point official say '' we legally it '' even know damage passenger without empathy flybondi safe airline,0.7184,Positive,-1.0,Negative
lizandra aoki,1,0.0047024375109077,es,bad airline world never see something disorganized irresponsibility flight Buenos Aires delay 8 hour return flight cancel offer option week late disaster continue operate,-0.8754,Negative,-1.0,Negative
lo pequeño es hermoso,5,0.0135740464232387,es,first trip first leg back enjoy attention specific schedule incredible pilot takeoff landing soft precise gentle board staff course flight heaven really serene pleasant experience enjoy thanks lot,0.9697,Positive,1.0,Positive
lola c,1,0.0,es,disasterthe first time travel company never travel airline delay hour hour know machine take could clear track take land airline yes day wait airport dead cold time behind flight another line give voucher lunch two person even face never travel little serious,0.2423,Positive,-1.0,Negative
lord b,1,0.0,en,absolutely terrible terrible seat pay flight check online wait next boarding gate hope someone show,-0.647,Negative,-1.0,Negative
lore2148,3,0.0,es,delay uncover convenient price experience delay almost 2 hour way back get plane despite terrible fog 3 hour plane go take evacuate we passenger angry hostess saidthe word bomb joke flight cancel next day look hotel pay transfer round trip airport person child spend night airport several thing improve way flight go el palomar airport,-0.7046,Negative,-1.0,Negative
lorena martinez castañeda,1,0.0023269793868409,es,bad airline meet travel problem problem first leg cancel complete mean customer service able reprogram trip try website unsuccessful since page constantly present error way move airport reprogram flight messy airline prevent response carry bag make return flight postpone exit time 7 p.m. 11 30 arrive airport inform check finally find flight would late one hour shipment begin 12 40 take 1 complete flight would arrive destination airport reach another move we airport bus flight land 3 happy make we line hour outside airport able take bus able get bus 4 30 among person line many appropriate attire endure cold morning airline little seriousness order worker apologize apology repair constant improvisation slight respect consideration client money apparently save price charge disrespect appreciate time fly airline never,-0.7722,Negative,-1.0,Negative
lorena r,1,0.0,es,alert fly flybondi disasterthey change flight 2 time lose 2 day vacation make come back incredible hand airplane uncomfortable literal bondi,0.0258,Neutral,-1.0,Negative
lorenzo s,1,0.0,en,constant cancellation beware scam airline joke whether actually flight give day cancellation sure bet example buy cheap always end expensive use airline argentina,-0.0516,Negative,-1.0,Negative
lorenzo somoza,1,0.000969574744517,en,orible horrible orible ilegal preso company shut one ask cancellation joke actually flight day use airline,-0.3182,Negative,-1.0,Negative
los tutus,1,0.0048478737225852,es,could would give lousy service star cancel flight change airport middle flight company play time money client today convenient travel micro rather disastrous company lack therespect client,-0.8519,Negative,-1.0,Negative
lou r,4,0.0,es,unsurpassed price arrival el Palomar airport good price demand admit luggage since gain go extras good service price,0.8591,Positive,0.5,Positive
lou soncourt,1,0.0077565979561364,es,bad possible give less star 🥲 short airport change less 24 hour advance flight change hour 2 hour flight arrive 5 hour schedule time finally receive new email inform return flight also change schedule obviously possible compensation apart triangular sandwich soda wait short flee,-0.5423,Negative,-1.0,Negative
lourdes justina,5,0.0,es,great,0.6249,Positive,1.0,Positive
lourivan,2,0.0,pt,bad travel company little space armchair several armchair recline bad huge amount reschedule flight total lack respect,-0.5994,Negative,-1.0,Negative
lu sansberro,1,0.0,es,incredibly bad disastrous absolutely everything delay first leg serve warning upon return delay flight deadline 2 3 hour 3 30 p 2 50 theory yet approach offer we dinner voucher sandwich strawberry cake modify fate aeroparque ezeiza without prior notice passenger despite deliver boarding card maintain original destination thing hardly remarkable attention staff respectful price difference worth end pay wait extra transport,-0.7522,Negative,-1.0,Negative
luan vitorelo,2,0.0048478737225852,es,lousy airline change flight schedule first leg way back mean contact respond real company garbage famous cheap one expensive,-0.5423,Negative,-1.0,Negative
luca o,1,0.0,es,cancel flight take money everywhere disaster cancel flight face way back make we pay check online even make two day flight,-0.8176,Negative,-1.0,Negative
lucas contreras,5,0.0135740464232387,lt,grine,0.0,Neutral,0.0,Neutral
lucas gayoso,1,0.0019391494890341,es,totally irresponsible company cancel flight leave lying case leave lie mendoza wife 4 year old son 8 month old son phone serve email answer much less solve inconvenience return money pay collective ticket return city taxi surcharge garage vehicle damage experience oblivion fourth company scammer letter,-0.927,Negative,-1.0,Negative
lucas m,1,0.0,es,flybondi disastrous take ticket september december 28 go spend party tucumán change flight january 1 week try communicate without success company get flybondi try change flight even 26 27 28 29 10 december 31 finally ask reimbursement hope effective inflation september december lose money take argentine airline know allow operate airline regulate can not reprogram flight 5 day late,0.0005,Neutral,-1.0,Negative
lucas rodríguez,3,0.000969574744517,es,truth good truth good experience seat dirty trash driver abrupt exit landing window hard nothing happen,0.7269,Positive,-1.0,Negative
